"Lnc/ CircRNA name","Cancer name","Methods","Expression pattern","Mechanism","Function","Clinical","Pubmed ID","Details","Box Plot","Stage Plot","Survival","Similar","Network"
"MEG3","hepatocellular carcinoma","qPCR, Western blot, Cell proliferation assay, Cell invasion assay etc.","differential expression","","","","26992211","details","","","","",""
"MEG3","hepatocellular carcinoma","qPCR, Western blot, Cell proliferation assay, Cell invasion assay etc.","down-regulated","","","","25641194","details","","","","",""
"MEG3","hepatocellular carcinoma","Microarray, qPCR, Western blot, RIP, Flow cytometry assay, RNA pull-down assay etc.","down-regulated","","","","26444285","details","","","","",""
"MEG3","hepatocellular carcinoma","qPCR, Western blot etc.","down-regulated","","","","23145177","details","","","","",""
"MEG9","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26378581","details","","","","",""
"MFI2-AS1","hepatocellular carcinoma","qRT-PCR, RIP, Western blot","up-regulated","","","","32106369","details","","","","",""
"MIAT","cholangiocarcinoma","qRT-PCR, Western blot","up-regulated","","","","32064660","details","","","","",""
"MIAT","hepatocellular carcinoma","qPCR","NA","","","","30037433","details","","","","",""
"MIAT","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","30551417","details","","","","",""
"MIAT","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","31503007","details","","","","",""
"MIAT","hepatocellular carcinoma","qPCR, Western blot, RNAi etc.","up-regulated","","","","29097358","details","","","","",""
"MINCR","hepatocellular carcinoma","qPCR, , etc.","up-regulated","","","","30556858","details","","","","",""
"MINCR","hepatocellular carcinoma","qPCR, Western blot etc.","down-regulated","","","","29550632","details","","","","",""
"MIR100HG","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29684484","details","","","","",""
"MIR137HG","hepatocellular carcinoma","RNA-seq","up-regulated","","","","30916406","details","","","","",""
"miR143HG","hepatocellular carcinoma","qPCR, Luciferase reporter assay, Western blot","down-regulated","","","","30945380","details","","","","",""
"MIR22HG","cholangiocarcinoma","qPCR, Western blot","down-regulated","","","","30856284","details","","","","",""
"MIR22HG","hepatocellular carcinoma","qRT-PCR, RNA-seq","down-regulated","","","","31819482","details","","","","",""
"MIR22HG","hepatocellular carcinoma","qPCR, RIP, Western blot","down-regulated","","","","30083257","details","","","","",""
"MIR22HG","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP, etc.","down-regulated","","","","30680848","details","","","","",""
"MIR22HG","hepatocellular carcinoma","qPCR","down-regulated","","","","29371967","details","","","","",""
"MIR31HG","hepatocellular carcinoma","qPCR, Dual luciferase reporter assay, Western blot, RIP","down-regulated","","","","30176933","details","","","","",""
"MIR4435-2HG","liver cancer","qRT-PCR etc.","up-regulated","","","","30988676","details","","","","",""
"MIR503HG","hepatocellular carcinoma","Microarray, RIP etc.","up-regulated","","","","29774077","details","","","","",""
"MNX1-AS1","hepatocellular carcinoma","qPCR","up-regulated","","","","30982576","details","","","","",""
"MT1DP","liver cancer","qPCR, Western blot, Luciferase reporter assay etc.","down-regulated","","","","25261601","details","","","","",""
"MT1JP","hepatocellular carcinoma","qPCR, RNAi, Western blot, Northern blot etc.","down-regulated","","","","26909858","details","","","","",""
"MVIH","hepatocellular carcinoma","qPCR, Western blot, etc.","up-Regulated","","","","28716731","details","","","","",""
"MVIH","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","22706893","details","","","","",""
"MYCLo-5","hepatocellular carcinoma","qPCR, Flow cytometry assay, Cell proliferation assay etc.","down-regulated","","","","26003165","details","","","","",""
"MYCLo-6","hepatocellular carcinoma","qPCR, Flow cytometry assay, Cell proliferation assay etc.","down-regulated","","","","26003165","details","","","","",""
"MYCNOS","hepatocellular carcinoma","qPCR etc","up-regulated","","","","31776854","details","","","","",""
"Myd88","hepatocellular carcinoma","qPCR, Western blotting etc.","up-regulated","","","","29022910","details","","","","",""
"n335586","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","29753758","details","","","","",""
"n339260","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","30022558","details","","","","",""
"NCRNA00173","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","25556502","details","","","","",""
"ncRuPAR","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26378581","details","","","","",""
"NEAT","hepatocellular carcinoma","qRT-PCR etc.","up-regulated","","","","31190421","details","","","","",""
"NEAT1","hepatocellular carcinoma","RT-qPCR, Western blot","up-regulated","","","","32168951","details","","","","",""
"NEAT1","cholangiocarcinoma","qPCR, Western blot, in vitro knockdown, RNAi, RIP","up-regulated","","","","29970216","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","29797561","details","","","","",""
"NEAT1","hepatocellular carcinoma","RNA-seq","up-regulated","","","","31549407","details","","","","",""
"NEAT1","hepatocellular carcinoma","qRT-PCR, Western blot analysis, The Assay of Luciferase","up-regulated","","","","31819522","details","","","","",""
"NEAT1","hepatocellular carcinoma","qRT-PCR, Western blot, Dual luciferase reporter assay, RIP","up-regulated","","","","31819486","details","","","","",""
"NEAT1","hepatocellular carcinoma","RT-PCR, Luciferase Reporter Assay, Western blot","up-regulated","","","","31802908","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR","up-regulated","","","","30021196","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR, Western blot, RIP, other","up-regulated","","","","30377567","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP, other","up-regulated","","","","30346062","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR, Western blot, RIP, etc.","up-regulated","","","","30710754","details","","","","",""
"NEAT1","cholangiocarcinoma","qPCR, Western blot, RNAi, RIP, ChIP","up-regulated","","","","28810932","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR, Luciferase reporter assay, Western blot, RIP","up-regulated","","","","29219178","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26191242","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26378581","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","29764424","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","28783584","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR, Western blot etc.","down-regulated","","","","28526689","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","29091312","details","","","","",""
"NEAT1","hepatocellular carcinoma","RNA-seq, qPCR, RNAi, RIP, Cell proliferation assay etc.","up-regulated","","","","28260918","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR, RNAi etc.","up-regulated","","","","28732670","details","","","","",""
"NEAT1","hepatocellular carcinoma","qPCR, Western blot, RIP etc.","up-regulated","","","","29797561","details","","","","",""
"NEAT1","cholangiocarcinoma","qPCR, Western blot, RIP, ChIP, etc.","up-regulated","","","","29970216","details","","","","",""
"NEAT1_2","liver cancer","qPCR, Western blot, other","up-regulated","","","","30254462","details","","","","",""
"NEAT1_2","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","30488993","details","","","","",""
"NEST00000480069","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27729273","details","","","","",""
"NKILA","hepatocellular carcinoma","qRT-PCR, Western blot","down-regulated","","","","32015685","details","","","","",""
"NKILA","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.","down-regulated","","","","29481769","details","","","","",""
"NNT-AS1","cholangiocarcinoma","qRT-PCR, Western blot","up-regulated","","","","32019904","details","","","","",""
"NNT-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP etc.","up-regulated","","","","29179477","details","","","","",""
"NONHSAG001301","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29512731","details","","","","",""
"NONHSAG005965","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29512731","details","","","","",""
"NONHSAG006679","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29512731","details","","","","",""
"NONHSAG016418","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29512731","details","","","","",""
"NONHSAG019946","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29512731","details","","","","",""
"NONHSAG028411","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29512731","details","","","","",""
"NONHSAG034094","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29512731","details","","","","",""
"NONHSAG041512","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29512731","details","","","","",""
"NONHSAG048615","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29512731","details","","","","",""
"NONHSAG051177","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29512731","details","","","","",""
"NR027113","hepatocellular carcinoma","qPCR, Western blot, other","up-regulated","","","","30468465","details","","","","",""
"NR2F1-AS1","hepatocellular carcinoma","qPCR, Microarray, Western blot etc.","up-regulated","","","","29602203","details","","","","",""
"NR_015378","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25025236","details","","","","",""
"NR_024284","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25025236","details","","","","",""
"NR_026591","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25025236","details","","","","",""
"NR_027151","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","25025236","details","","","","",""
"NR_033928","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27729273","details","","","","",""
"NR_073450.1","hepatocellular carcinoma","Microarray, qPCR, RNAi etc.","down-regulated","","","","27285756","details","","","","",""
"NR_073453","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27729273","details","","","","",""
"NR_073453","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27729273","details","","","","",""
"NRAL","hepatocellular carcinoma","Microarray, qPCR, Western blot, Dual luciferase reporter assay, RIP","up-regulated","","","","30030687","details","","","","",""
"NRON","hepatocellular carcinoma","qPCR, western blot","down-regulated","","","","29772429","details","","","","",""
"NRON","hepatocellular carcinoma","qPCR, Western blot","down-regulated","","","","29772429","details","","","","",""
"OGFRP1","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, RNAi","down-regulated","","","","29997441","details","","","","",""
"OGFRP1","hepatocellular carcinoma","Western blot assays, qPCR","up-regulated","","","","29997441","details","","","","",""
"OIP5-AS1","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","32042127","details","","","","",""
"OIP5-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP etc.","up-regulated","","","","32329664","details","","","","",""
"OIP5-AS1","hepatoblastoma","qPCR, Western blot, RIP etc.","up-regulated","","","","29475118","details","","","","",""
"OR3A4","hepatocellular carcinoma","qPCR, Western blot, etc.","up-regulated","","","","30710550","details","","","","",""
"OSER1-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","31635804","details","","","","",""
"P14695","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25900874","details","","","","",""
"P16984","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","25900874","details","","","","",""
"P19780","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","25900874","details","","","","",""
"P23099","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25900874","details","","","","",""
"P24363","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25900874","details","","","","",""
"P28210","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25900874","details","","","","",""
"P33863","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","25900874","details","","","","",""
"p34822","hepatocellular carcinoma","qPCR","up-regulated","","","","28547580","details","","","","",""
"P4091","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25900874","details","","","","",""
"P5848","Hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","30541900","details","","","","",""
"P6391","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25900874","details","","","","",""
"P6488","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","25900874","details","","","","",""
"P7","Hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, etc.","down-regulated","","","","30546827","details","","","","",""
"P700","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","25900874","details","","","","",""
"P8611","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","25900874","details","","","","",""
"P8725","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25900874","details","","","","",""
"P8860","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25900874","details","","","","",""
"P9745","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25900874","details","","","","",""
"PANDA","hepatocellular carcinoma","qPCR, Luciferase reporter assay etc.","down-regulated","","","","28646235","details","","","","",""
"PANDAR","cholangiocarcinoma","qPCR, Western blot etc.","up-regulated","","","","28652769","details","","","","",""
"PANDAR","hepatocellular carcinoma","qPCR, RNAi etc.","up-regulated","","","","26054684","details","","","","",""
"PAPAS","hepatocellular carcinoma","qPCR","up-regulated","","","","30920025","details","","","","",""
"PAR5","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","27894309","details","","","","",""
"PART1","hepatocellular carcinoma","RNA-seq","up-regulated","","","","30916406","details","","","","",""
"PCAT1","hilar cholangiocarcinoma","qPCR, Western blot, other","up-regulated","","","","30231247","details","","","","",""
"PCAT1","cholangiocarcinoma","qPCR, Luciferase reporter assay etc.","up-regulated","","","","28753454","details","","","","",""
"PCAT1","hepatocellular carcinoma","qPCR, Luciferase reporter assay, western blot etc.","up-regulated","","","","28931210","details","","","","",""
"PCAT1","hepatocellular carcinoma","qPCR, luciferase reporter assays etc.","up-regulated","","","","28887306","details","","","","",""
"PCAT1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26097602","details","","","","",""
"PCAT1","hepatocellular carcinoma","qPCR, RNAi, Cell migration assay, ELISA etc.","up-regulated","","","","27035680","details","","","","",""
"PCAT14","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","28415780","details","","","","",""
"PCAT29","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","27894309","details","","","","",""
"PCAT6","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","32064636","details","","","","",""
"PCAT6","hepatocellular carcinoma","qPCR","up-regulated","","","","30968586","details","","","","",""
"PCAT6","cholangiocarcinoma","qPCR, Luciferase reporter assay","up-regulated","","","","31632586","details","","","","",""
"PCNA-AS1","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","27894309","details","","","","",""
"PCNA-AS1","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","24704293","details","","","","",""
"PCNAP1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, Microarray, other","up-regulated","","","","31410212","details","","","","",""
"PDIA3P1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP, etc.","up-regulated","","","","31509261","details","","","","",""
"PITPNA-AS1","hepatocellular carcinoma","qRT-PCR, Luciferase Reporter Assay, RIP, Western blot","up-regulated","","","","31700026","details","","","","",""
"PLAC2","hepatocellular carcinoma","qPCR, Western blot","down-regulated","","","","31233763","details","","","","",""
"PLK4","hepatocellular carcinoma","Microarray, qPCR, Luciferase reporter assay etc.","down-regulated","","","","32243714","details","","","","",""
"PlncRNA-1","hepatocellular carcinoma","qPCR, RNAi, Western blot, Cell proliferation assay etc.","up-regulated","","","","26906068","details","","","","",""
"POLL-6:1","hepatocellular carcinoma","Microarray, qPCR","up-regulated","","","","29981417","details","","","","",""
"PRC1-AS1","hepatocellular carcinoma","RNA-seq, qPCR etc.","up-regulated","","","","27499103","details","","","","",""
"PRLH1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RNAi, RIP, etc.","up-regulated","","","","31486214","details","","","","",""
"PTENP1","hepatocellular carcinoma","qPCR, Western blot etc.","down-regulated","","","","25617127","details","","","","",""
"PTENP1","hepatocellular carcinoma","Western blots, qPCR, Luciferase reporter assay, RIP etc.","up-regulated","","","","29296207","details","","","","",""
"PTTG3P","hepatocellular carcinoma","Microarray, qPCR, Western blot, in vitro knockdown","up-regulated","","","","29803224","details","","","","",""
"PTTG3P","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31340767","details","","","","",""
"PTTG3P","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","29803224","details","","","","",""
"PURPL","liver cancer","qRT-PCR , Western blot , in vitro knockdown etc.","up-regulated","","","","31059022","details","","","","",""
"PVT1","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","32156248","details","","","","",""
"PVT1","hepatocellular carcinoma","qPCR, Luciferase reporter assay, in vitro knockdown, RNAi","up-regulated","","","","29975928","details","","","","",""
"PVT1","hepatocellular carcinoma","qPCR","up-regulated","","","","30794914","details","","","","",""
"PVT1","cholangiocarcinoma","qPCR, Western blot, RIP, other","up-regulated","","","","30388624","details","","","","",""
"PVT1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RNAi, other","up-regulated","","","","30205391","details","","","","",""
"PVT1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27495068","details","","","","",""
"PVT1","hepatocellular carcinoma","qPCR, Western blot, RIP","up-regulated","","","","28656879","details","","","","",""
"PVT1","hepatocellular carcinoma","qPCR, Western blot, RNAi, RIP etc.","up-regulated","","","","29715456","details","","","","",""
"PVT1","hepatocellular carcinoma","RNAi, Microarray etc.","down-regulated","","","","28979669","details","","","","",""
"PVT1","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","27283940","details","","","","",""
"PVT1","hepatocellular carcinoma","qPCR, Western blot, RIP","up-regulated","","","","28800314","details","","","","",""
"PVT1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","25624916","details","","","","",""
"PVT1","hepatocellular carcinoma","qRT-PCR, Microarray, ect.","up-regulated","","","","29975928","details","","","","",""
"RAB5IF","hepatocellular carcinoma","RT-qPCR, Western blot","up-regulated","","","","31717443","details","","","","",""
"RAD51-AS1","hepatocellular carcinoma","qPCR, other","up-regulated","","","","30201872","details","","","","",""
"RAET1K","hepatocellular carcinoma","qRT-PCR, RNA isolation","down-regulated","","","","32152275","details","","","","",""
"RCOR3-013","intrahepatic cholangiocarcinoma","qPCR","up-regulated","","","","28401021","details","","","","",""
"RERT","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27495068","details","","","","",""
"RERT","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","23026137","details","","","","",""
"RGMB-AS1","hepatocellular carcinoma","qRT-PCR, Western blot","down-regulated","","","","29288973","details","","","","",""
"RHPN1-AS1","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","32065447","details","","","","",""
"RHPN1-AS1","hepatocellular carcinoma","qRT-PCR, Western blot, Luciferase Reporter Assay","up-regulated","","","","31692433","details","","","","",""
"RMRP","hepatocellular carcinoma","Luciferase reporter assay etc.","down-regulated","","","","32308432","details","","","","",""
"RMRP","hepatocellular carcinoma","qRT-PCR , Western blot , in vitro knockdown etc.","up-regulated","","","","31579977","details","","","","",""
"RP1-153P14.5","hepatocellular carcinoma","qPCR, RNAi, Cell proliferation assay, Cell migration assay etc.","differential expression","","","","28194035","details","","","","",""
"RP1-193H18.2","hepatocellular carcinoma","Microarray, qPCR, Flow cytometry assay etc.","down-regulated","","","","28105167","details","","","","",""
"RP11","hepatocellular carcinoma","qPCR, Western blot, Microarray, RNAi, other","up-regulated","","","","30335897","details","","","","",""
"RP11-134G8.8","hepatocellular carcinoma","Microarray, qPCR, Flow cytometry assay etc.","up-regulated","","","","28105167","details","","","","",""
"RP11-160H22.5","hepatocellular carcinoma","qPCR","differential expression","","","","29130980","details","","","","",""
"RP11-160H22.5","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25714016","details","","","","",""
"RP11-166D19.1","hepatocellular carcinoma","qPCR, RNAi, Cell proliferation assay, Cell migration assay etc.","differential expression","","","","28194035","details","","","","",""
"RP11-284P20.2","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","32100822","details","","","","",""
"RP11-304L19.5","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","26540467","details","","","","",""
"RP11-334E6.12","hepatocellular carcinoma","RNA-seq, qPCR etc.","up-regulated","","","","27499103","details","","","","",""
"RP11-363E7.4","hepatocellular carcinoma","Microarray, qPCR, Flow cytometry assay etc.","up-regulated","","","","28105167","details","","","","",""
"RP11-401P9.4","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","26540467","details","","","","",""
"RP11-422N16.3","hepatocellular carcinoma","qRT-PCR, Dual Luciferase Reporter Assay, Western blot","down-regulated","","","","31849497","details","","","","",""
"RP11-466I1.1","hepatocellular carcinoma","qPCR","up-regulated","","","","29790663","details","","","","",""
"RP11-466I1.1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29790663","details","","","","",""
"RP11-501G6.1","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25556502","details","","","","",""
"RP11-513I15.6","hepatocellular carcinoma","qPCR","differential expression","","","","30015383","details","","","","",""
"RP11-598D14.1","hepatocellular carcinoma","qPCR, Western blot analysis, RIP, etc.","down-regulated","","","","30718359","details","","","","",""
"RP11-672F9.1","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25556502","details","","","","",""
"RP11-81H3.2","hepatocellular carcinoma","qPCR, Western blotting, Luciferase Reporter Assay","up-regulated","","","","31858324","details","","","","",""
"RP1130-1","hepatocellular carcinoma","qPCR etc.","down-regulated","","","","27773892","details","","","","",""
"RP5-1014O16.1","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25556502","details","","","","",""
"RP5-1120P11.3","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","31299165","details","","","","",""
"RP5-833A20.1","hepatocellular carcinoma","qRT-PCR, Western blot, Luciferase Reporter Assay","down-regulated","","","","31827329","details","","","","",""
"RUNX1-IT1","hepatocellular carcinoma","qRT-PCR, Western blot","down-regulated","","","","32024815","details","","","","",""
"RUNX1-IT1","hepatocellular carcinoma","qPCR, Western blot","down-regulated","","","","31646558","details","","","","",""
"SAMMSON","hepatocellular carcinoma","qRT-PCR etc.","up-regulated","","","","31164410","details","","","","",""
"SAMMSON","liver cancer","qPCR, RIP etc.","up-regulated","","","","29262600","details","","","","",""
"SBF2-AS1","hepatocellular carcinoma","qPCR, Luciferase reporter assay","up-regulated","","","","30115383","details","","","","",""
"SBF2-AS1","hepatocellular carcinoma","qPCR, Western blot, other","up-regulated","","","","30338801","details","","","","",""
"SchLAH","hepatocellular carcinoma","qPCR, RNAi, Western blot, RIP, ChIP, Cell proliferation assay etc.","down-regulated","","","","28196303","details","","","","",""
"SEMA3B-AS1","hepatocellular carcinoma","qPCR, Western blot","down-regulated","","","","31251699","details","","","","",""
"SEMA6A-AS1","hepatocellular carcinoma","RT-qPCR","down-regulated","","","","32070484","details","","","","",""
"SERHL","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29684484","details","","","","",""
"SIRT1-AS","hepatocellular carcinoma","qPCR, RNAi, Western blot, Northern blot etc.","up-regulated","","","","26324025","details","","","","",""
"SLC25A27","hepatocellular carcinoma","Microarray, qPCR, RNAi etc.","down-regulated","","","","27285756","details","","","","",""
"SLC2A1-AS1","hepatocellular carcinoma","qRT-PCR, Western blot","down-regulated","","","","32174012","details","","","","",""
"SNAI3-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","31264769","details","","","","",""
"snaR","liver cancer","RT-qPCR, Western blotting  etc.","up-regulated","","","","31186778","details","","","","",""
"SNHG1","cholangiocarcinoma","RNA-seq, qPCR, Western blot, in vitro knockdown, RIP","up-regulated","","","","29970899","details","","","","",""
"SNHG1","cholangiocarcinoma","qPCR","up-regulated","","","","30764893","details","","","","",""
"SNHG1","hepatocellular carcinoma","qRT-PCR , Luciferase reporter assay , Western blot etc.","up-regulated","","","","31053148","details","","","","",""
"SNHG1","liver cancer","qRT-PCR , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31002127","details","","","","",""
"SNHG1","hepatocellular carcinoma","Microarray, qPCR","up-regulated","","","","30066898","details","","","","",""
"SNHG1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","32190150","details","","","","",""
"SNHG1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","31330233","details","","","","",""
"SNHG1","hepatocellular carcinoma","qPCR, Cell transfection, Luciferase reporter assay, Cell proliferation assay, ISH etc.","up-regulated","","","","27932778","details","","","","",""
"SNHG1","hepatocellular carcinoma","qPCR, RNAi, Western blot, Flow cytometry assay etc.","up-regulated","","","","27133041","details","","","","",""
"SNHG1","cholangiocarcinoma","qPCR, RNA-seq, Microarray, RIP, ChIP, Western blot, Flow cytometry assay,","up-regulated","","","","29970899","details","","","","",""
"SNHG11","hepatocellular carcinoma","RT-PCR, Western blot","up-regulated","","","","32021286","details","","","","",""
"SNHG12","hepatocellular carcinoma","qPCR, RNAi, Western blot, RIP, Luciferase reporter assay, Flow cytometry assay, Cell proliferation assay etc.","up-regulated","","","","28073380","details","","","","",""
"SNHG14","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","31632558","details","","","","",""
"SNHG15","hepatocellular carcinoma","qPCR, Luciferase reporter assay, RIP","up-regulated","","","","31310393","details","","","","",""
"SNHG15","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","31636472","details","","","","",""
"SNHG15","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27212162","details","","","","",""
"SNHG16","hepatocellular carcinoma","qPCR","up-regulated","","","","30893293","details","","","","",""
"SNHG16","hepatocellular carcinoma","qPCR","up-regulated","","","","30784284","details","","","","",""
"SNHG16","hepatocellular carcinoma","qPCR","up-regulated","","","","30779219","details","","","","",""
"SNHG16","hepatocellular carcinoma","qRT-PCR, Dual luciferase reporter assay, Western blot analysis, RIP","up-regulated","","","","31696971","details","","","","",""
"SNHG16","hepatocellular carcinoma","qPCR, Luciferase reporter assay, in vitro knockdown, etc.","down-regulated","","","","30573973","details","","","","",""
"SNHG16","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","31306653","details","","","","",""
"SNHG16","Hepatocellular Carcinoma","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","31293662","details","","","","",""
"SNHG16","hepatocellular carcinoma","Microarray, qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31256427","details","","","","",""
"SNHG20","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","30690477","details","","","","",""
"SNHG20","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29684484","details","","","","",""
"SNHG20","hepatocellular carcinoma","qPCR, RNAi, Western blot, RIP, CCK-8 assay etc.","up-regulated","","","","28282787","details","","","","",""
"SNHG20","hepatocellular carcinoma","qPCR, RNAi etc.","up-regulated","","","","27053960","details","","","","",""
